00:47:53.056 febs [SessionValidationThread-1] INFO  o.a.s.s.m.AbstractValidatingSessionManager - Validating all active sessions...
15:16:26.159 febs [asyncTaskExecutor-3] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> INSERT INTO t_log ( ID,USERNAME,OPERATION,TIME,METHOD,PARAMS,IP,CREATE_TIME,LOCATION ) VALUES( 2771,'ggx','获取投票项目信息',61,'com.xsz.vote.controller.TbDVoteTopicController.VoteTopicList()','request: "QueryRequest{pageSize=10, pageNum=1}"  voteTopic: "com.xsz.vote.domain.VoteTopic@1b496ae3"','127.0.0.1','2020年6月23日 下午3:16:26','' )
15:16:45.217 febs [http-nio-9020-exec-8] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.vote.dao.VoteTopicMapper.selectByExample
15:16:45.217 febs [http-nio-9020-exec-8] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 2 ms
15:16:45.217 febs [http-nio-9020-exec-8] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> SELECT ID,VOTEID,KINDS,TITLE,MAXVOTE,MIXVOTE,ALLOWUSERDEFINE,SORTCODE,REMARKS,DELMARK,CREATETIME,MODIFYTIME,CREATEUSERID,MODIFYUSERID,OPTIONCOUNT FROM tb_d_vote_topic order by CREATETIME
15:16:45.288 febs [http-nio-9020-exec-9] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.vote.dao.VoteTopicOptionMapper.selectByExample_COUNT
15:16:45.288 febs [http-nio-9020-exec-9] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 28 ms
15:16:45.288 febs [http-nio-9020-exec-9] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> SELECT ID,VOTEID,TOPICID,KINDS,OPTIONS,OPTIONSIMG,SORTCODE,DELMARK,CREATETIME,MODIFYTIME,CREATEUSERID,MODIFYUSERID,REMARKS,OPTIONHTML FROM tb_d_vote_topic_options order by CREATETIME
15:16:45.290 febs [http-nio-9020-exec-9] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.vote.dao.VoteTopicOptionMapper.selectByExample
15:16:45.290 febs [http-nio-9020-exec-9] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 2 ms
15:16:45.290 febs [http-nio-9020-exec-9] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> SELECT ID,VOTEID,TOPICID,KINDS,OPTIONS,OPTIONSIMG,SORTCODE,DELMARK,CREATETIME,MODIFYTIME,CREATEUSERID,MODIFYUSERID,REMARKS,OPTIONHTML FROM tb_d_vote_topic_options order by CREATETIME
15:16:45.408 febs [asyncTaskExecutor-4] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.system.dao.LogMapper.insert
15:16:45.408 febs [asyncTaskExecutor-4] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 113 ms
15:16:45.408 febs [asyncTaskExecutor-4] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> INSERT INTO t_log ( ID,USERNAME,OPERATION,TIME,METHOD,PARAMS,IP,CREATE_TIME,LOCATION ) VALUES( 2772,'ggx','获取投票选项信息',48,'com.xsz.vote.controller.TbDVoteTopicOptionsController.VoteTopicOptionList()','request: "QueryRequest{pageSize=10, pageNum=1}"  VoteTopicOption: "com.xsz.vote.domain.VoteTopicOption@12bd1e3c"','127.0.0.1','2020年6月23日 下午3:16:45','' )
15:16:58.977 febs [http-nio-9020-exec-2] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.vote.dao.VoteTopicMapper.selectByPrimaryKey
15:16:58.977 febs [http-nio-9020-exec-2] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 1 ms
15:16:58.977 febs [http-nio-9020-exec-2] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> SELECT ID,VOTEID,KINDS,TITLE,MAXVOTE,MIXVOTE,ALLOWUSERDEFINE,SORTCODE,REMARKS,DELMARK,CREATETIME,MODIFYTIME,CREATEUSERID,MODIFYUSERID,OPTIONCOUNT FROM tb_d_vote_topic WHERE ID = 19
15:16:59.074 febs [http-nio-9020-exec-2] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.vote.dao.VoteTopicMapper.updateByPrimaryKeySelective
15:16:59.075 febs [http-nio-9020-exec-2] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 96 ms
15:16:59.075 febs [http-nio-9020-exec-2] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> UPDATE tb_d_vote_topic SET VOTEID = 1,KINDS = 1,TITLE = '11111',REMARKS = '',CREATETIME = '2020年6月23日 下午3:16:59',OPTIONCOUNT = 1 WHERE ID = 19
15:16:59.143 febs [http-nio-9020-exec-2] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.vote.dao.VoteTopicOptionMapper.insert!selectKey
15:16:59.143 febs [http-nio-9020-exec-2] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 0 ms
15:16:59.143 febs [http-nio-9020-exec-2] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> SELECT LAST_INSERT_ID()
15:16:59.143 febs [http-nio-9020-exec-2] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.vote.dao.VoteTopicOptionMapper.insert
15:16:59.143 febs [http-nio-9020-exec-2] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 67 ms
15:16:59.143 febs [http-nio-9020-exec-2] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> INSERT INTO tb_d_vote_topic_options ( ID,VOTEID,TOPICID,KINDS,OPTIONS,OPTIONSIMG,SORTCODE,DELMARK,CREATETIME,MODIFYTIME,CREATEUSERID,MODIFYUSERID,REMARKS,OPTIONHTML ) VALUES( 24,1,19,,'',,,,'2020年6月23日 下午3:16:59',,,,, )
15:16:59.189 febs [http-nio-9020-exec-3] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.vote.dao.VoteTopicOptionMapper.selectByExample_COUNT
15:16:59.189 febs [http-nio-9020-exec-3] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 32 ms
15:16:59.190 febs [http-nio-9020-exec-3] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> SELECT ID,VOTEID,TOPICID,KINDS,OPTIONS,OPTIONSIMG,SORTCODE,DELMARK,CREATETIME,MODIFYTIME,CREATEUSERID,MODIFYUSERID,REMARKS,OPTIONHTML FROM tb_d_vote_topic_options order by CREATETIME
15:16:59.196 febs [http-nio-9020-exec-3] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.vote.dao.VoteTopicOptionMapper.selectByExample
15:16:59.196 febs [http-nio-9020-exec-3] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 6 ms
15:16:59.196 febs [http-nio-9020-exec-3] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> SELECT ID,VOTEID,TOPICID,KINDS,OPTIONS,OPTIONSIMG,SORTCODE,DELMARK,CREATETIME,MODIFYTIME,CREATEUSERID,MODIFYUSERID,REMARKS,OPTIONHTML FROM tb_d_vote_topic_options order by CREATETIME
15:16:59.227 febs [asyncTaskExecutor-5] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.system.dao.LogMapper.insert
15:16:59.227 febs [asyncTaskExecutor-5] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 79 ms
15:16:59.227 febs [asyncTaskExecutor-5] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> INSERT INTO t_log ( ID,USERNAME,OPERATION,TIME,METHOD,PARAMS,IP,CREATE_TIME,LOCATION ) VALUES( 2773,'ggx','新增投票选项',170,'com.xsz.vote.controller.TbDVoteTopicOptionsController.addVoteTopicOption()','voteTopicOption: "com.xsz.vote.domain.VoteTopicOption@3f764614"','127.0.0.1','2020年6月23日 下午3:16:59','' )
15:16:59.362 febs [asyncTaskExecutor-1] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.system.dao.LogMapper.insert
15:16:59.362 febs [asyncTaskExecutor-1] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 160 ms
15:16:59.362 febs [asyncTaskExecutor-1] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> INSERT INTO t_log ( ID,USERNAME,OPERATION,TIME,METHOD,PARAMS,IP,CREATE_TIME,LOCATION ) VALUES( 2774,'ggx','获取投票选项信息',43,'com.xsz.vote.controller.TbDVoteTopicOptionsController.VoteTopicOptionList()','request: "QueryRequest{pageSize=10, pageNum=1}"  VoteTopicOption: "com.xsz.vote.domain.VoteTopicOption@2e2c742e"','127.0.0.1','2020年6月23日 下午3:16:59','' )
15:17:10.551 febs [http-nio-9020-exec-5] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.vote.dao.VoteTopicMapper.selectByPrimaryKey
15:17:10.551 febs [http-nio-9020-exec-5] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 2 ms
15:17:10.551 febs [http-nio-9020-exec-5] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> SELECT ID,VOTEID,KINDS,TITLE,MAXVOTE,MIXVOTE,ALLOWUSERDEFINE,SORTCODE,REMARKS,DELMARK,CREATETIME,MODIFYTIME,CREATEUSERID,MODIFYUSERID,OPTIONCOUNT FROM tb_d_vote_topic WHERE ID = 19
15:17:10.685 febs [http-nio-9020-exec-5] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.vote.dao.VoteTopicMapper.updateByPrimaryKeySelective
15:17:10.685 febs [http-nio-9020-exec-5] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 132 ms
15:17:10.685 febs [http-nio-9020-exec-5] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> UPDATE tb_d_vote_topic SET VOTEID = 1,KINDS = 1,TITLE = '11111',REMARKS = '',CREATETIME = '2020年6月23日 下午3:17:10',OPTIONCOUNT = 2 WHERE ID = 19
15:17:10.768 febs [http-nio-9020-exec-5] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.vote.dao.VoteTopicOptionMapper.insert!selectKey
15:17:10.768 febs [http-nio-9020-exec-5] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 1 ms
15:17:10.768 febs [http-nio-9020-exec-5] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> SELECT LAST_INSERT_ID()
15:17:10.769 febs [http-nio-9020-exec-5] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.vote.dao.VoteTopicOptionMapper.insert
15:17:10.769 febs [http-nio-9020-exec-5] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 82 ms
15:17:10.769 febs [http-nio-9020-exec-5] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> INSERT INTO tb_d_vote_topic_options ( ID,VOTEID,TOPICID,KINDS,OPTIONS,OPTIONSIMG,SORTCODE,DELMARK,CREATETIME,MODIFYTIME,CREATEUSERID,MODIFYUSERID,REMARKS,OPTIONHTML ) VALUES( 25,1,19,,'同意',,,,'2020年6月23日 下午3:17:10',,,,, )
15:17:10.786 febs [http-nio-9020-exec-6] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.vote.dao.VoteTopicOptionMapper.selectByExample_COUNT
15:17:10.786 febs [http-nio-9020-exec-6] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 2 ms
15:17:10.786 febs [http-nio-9020-exec-6] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> SELECT ID,VOTEID,TOPICID,KINDS,OPTIONS,OPTIONSIMG,SORTCODE,DELMARK,CREATETIME,MODIFYTIME,CREATEUSERID,MODIFYUSERID,REMARKS,OPTIONHTML FROM tb_d_vote_topic_options order by CREATETIME
15:17:10.789 febs [http-nio-9020-exec-6] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.vote.dao.VoteTopicOptionMapper.selectByExample
15:17:10.789 febs [http-nio-9020-exec-6] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 3 ms
15:17:10.789 febs [http-nio-9020-exec-6] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> SELECT ID,VOTEID,TOPICID,KINDS,OPTIONS,OPTIONSIMG,SORTCODE,DELMARK,CREATETIME,MODIFYTIME,CREATEUSERID,MODIFYUSERID,REMARKS,OPTIONHTML FROM tb_d_vote_topic_options order by CREATETIME
15:17:10.883 febs [asyncTaskExecutor-2] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.system.dao.LogMapper.insert
15:17:10.883 febs [asyncTaskExecutor-2] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 110 ms
15:17:10.883 febs [asyncTaskExecutor-2] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> INSERT INTO t_log ( ID,USERNAME,OPERATION,TIME,METHOD,PARAMS,IP,CREATE_TIME,LOCATION ) VALUES( 2775,'ggx','新增投票选项',222,'com.xsz.vote.controller.TbDVoteTopicOptionsController.addVoteTopicOption()','voteTopicOption: "com.xsz.vote.domain.VoteTopicOption@6bccc7d6"','127.0.0.1','2020年6月23日 下午3:17:10','' )
15:17:10.900 febs [asyncTaskExecutor-3] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.system.dao.LogMapper.insert
15:17:10.900 febs [asyncTaskExecutor-3] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 106 ms
15:17:10.900 febs [asyncTaskExecutor-3] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> INSERT INTO t_log ( ID,USERNAME,OPERATION,TIME,METHOD,PARAMS,IP,CREATE_TIME,LOCATION ) VALUES( 2776,'ggx','获取投票选项信息',10,'com.xsz.vote.controller.TbDVoteTopicOptionsController.VoteTopicOptionList()','request: "QueryRequest{pageSize=10, pageNum=1}"  VoteTopicOption: "com.xsz.vote.domain.VoteTopicOption@789b1526"','127.0.0.1','2020年6月23日 下午3:17:10','' )
15:19:54.923 febs [http-nio-9020-exec-9] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.vote.dao.VoteMapper.selectByExample_COUNT
15:19:54.923 febs [http-nio-9020-exec-9] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 24 ms
15:19:54.923 febs [http-nio-9020-exec-9] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> SELECT ID,TITLE,VOTECOUNT,DEADLINETIME,ISALL,HEADCONTENT,FOOTERCONTENT,ALLOWSHOWRESULT,ALLOWANONYMAT,FROMUSERID,REMARKS,DELMARK,CREATETIME,MODIFYTIME,CREATEUSERID,STATUS,MODIFYUSERID,TO_USER,TO_PARTY,TO_TAG,PIC_URL,VOTEURL FROM tb_d_vote order by CREATETIME
15:19:54.927 febs [http-nio-9020-exec-9] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.vote.dao.VoteMapper.selectByExample
15:19:54.927 febs [http-nio-9020-exec-9] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 2 ms
15:19:54.927 febs [http-nio-9020-exec-9] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> SELECT ID,TITLE,VOTECOUNT,DEADLINETIME,ISALL,HEADCONTENT,FOOTERCONTENT,ALLOWSHOWRESULT,ALLOWANONYMAT,FROMUSERID,REMARKS,DELMARK,CREATETIME,MODIFYTIME,CREATEUSERID,STATUS,MODIFYUSERID,TO_USER,TO_PARTY,TO_TAG,PIC_URL,VOTEURL FROM tb_d_vote order by CREATETIME
15:19:55.071 febs [asyncTaskExecutor-4] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.system.dao.LogMapper.insert
15:19:55.071 febs [asyncTaskExecutor-4] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 138 ms
15:19:55.071 febs [asyncTaskExecutor-4] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> INSERT INTO t_log ( ID,USERNAME,OPERATION,TIME,METHOD,PARAMS,IP,CREATE_TIME,LOCATION ) VALUES( 2777,'ggx','获取投票项目信息',35,'com.xsz.vote.controller.VoteController.voteList()','request: "QueryRequest{pageSize=10, pageNum=1}"  vote: "com.xsz.vote.domain.Vote@c00fea8"','127.0.0.1','2020年6月23日 下午3:19:55','' )
15:20:36.003 febs [http-nio-9020-exec-6] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.vote.dao.VoteMapper.selectByExample
15:20:36.003 febs [http-nio-9020-exec-6] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 3 ms
15:20:36.003 febs [http-nio-9020-exec-6] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> SELECT ID,TITLE,VOTECOUNT,DEADLINETIME,ISALL,HEADCONTENT,FOOTERCONTENT,ALLOWSHOWRESULT,ALLOWANONYMAT,FROMUSERID,REMARKS,DELMARK,CREATETIME,MODIFYTIME,CREATEUSERID,STATUS,MODIFYUSERID,TO_USER,TO_PARTY,TO_TAG,PIC_URL,VOTEURL FROM tb_d_vote order by CREATETIME
15:20:36.086 febs [http-nio-9020-exec-7] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.vote.dao.VoteTopicMapper.selectByExample_COUNT
15:20:36.086 febs [http-nio-9020-exec-7] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 30 ms
15:20:36.086 febs [http-nio-9020-exec-7] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> SELECT ID,VOTEID,KINDS,TITLE,MAXVOTE,MIXVOTE,ALLOWUSERDEFINE,SORTCODE,REMARKS,DELMARK,CREATETIME,MODIFYTIME,CREATEUSERID,MODIFYUSERID,OPTIONCOUNT FROM tb_d_vote_topic order by CREATETIME
15:20:36.088 febs [http-nio-9020-exec-7] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.vote.dao.VoteTopicMapper.selectByExample
15:20:36.088 febs [http-nio-9020-exec-7] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 2 ms
15:20:36.088 febs [http-nio-9020-exec-7] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> SELECT ID,VOTEID,KINDS,TITLE,MAXVOTE,MIXVOTE,ALLOWUSERDEFINE,SORTCODE,REMARKS,DELMARK,CREATETIME,MODIFYTIME,CREATEUSERID,MODIFYUSERID,OPTIONCOUNT FROM tb_d_vote_topic order by CREATETIME
15:20:36.227 febs [asyncTaskExecutor-5] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.system.dao.LogMapper.insert
15:20:36.227 febs [asyncTaskExecutor-5] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 136 ms
15:20:36.227 febs [asyncTaskExecutor-5] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> INSERT INTO t_log ( ID,USERNAME,OPERATION,TIME,METHOD,PARAMS,IP,CREATE_TIME,LOCATION ) VALUES( 2778,'ggx','获取投票项目信息',35,'com.xsz.vote.controller.TbDVoteTopicController.VoteTopicList()','request: "QueryRequest{pageSize=10, pageNum=1}"  voteTopic: "com.xsz.vote.domain.VoteTopic@5e5801b"','127.0.0.1','2020年6月23日 下午3:20:36','' )
15:20:43.108 febs [http-nio-9020-exec-2] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.vote.dao.VoteTopicMapper.selectByExample
15:20:43.108 febs [http-nio-9020-exec-2] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 2 ms
15:20:43.108 febs [http-nio-9020-exec-2] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> SELECT ID,VOTEID,KINDS,TITLE,MAXVOTE,MIXVOTE,ALLOWUSERDEFINE,SORTCODE,REMARKS,DELMARK,CREATETIME,MODIFYTIME,CREATEUSERID,MODIFYUSERID,OPTIONCOUNT FROM tb_d_vote_topic order by CREATETIME
15:20:43.148 febs [http-nio-9020-exec-3] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.vote.dao.VoteTopicOptionMapper.selectByExample_COUNT
15:20:43.149 febs [http-nio-9020-exec-3] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 17 ms
15:20:43.149 febs [http-nio-9020-exec-3] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> SELECT ID,VOTEID,TOPICID,KINDS,OPTIONS,OPTIONSIMG,SORTCODE,DELMARK,CREATETIME,MODIFYTIME,CREATEUSERID,MODIFYUSERID,REMARKS,OPTIONHTML FROM tb_d_vote_topic_options order by CREATETIME
15:20:43.153 febs [http-nio-9020-exec-3] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.vote.dao.VoteTopicOptionMapper.selectByExample
15:20:43.153 febs [http-nio-9020-exec-3] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 4 ms
15:20:43.153 febs [http-nio-9020-exec-3] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> SELECT ID,VOTEID,TOPICID,KINDS,OPTIONS,OPTIONSIMG,SORTCODE,DELMARK,CREATETIME,MODIFYTIME,CREATEUSERID,MODIFYUSERID,REMARKS,OPTIONHTML FROM tb_d_vote_topic_options order by CREATETIME
15:20:43.227 febs [asyncTaskExecutor-1] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.system.dao.LogMapper.insert
15:20:43.227 febs [asyncTaskExecutor-1] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 67 ms
15:20:43.227 febs [asyncTaskExecutor-1] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> INSERT INTO t_log ( ID,USERNAME,OPERATION,TIME,METHOD,PARAMS,IP,CREATE_TIME,LOCATION ) VALUES( 2779,'ggx','获取投票选项信息',26,'com.xsz.vote.controller.TbDVoteTopicOptionsController.VoteTopicOptionList()','request: "QueryRequest{pageSize=10, pageNum=1}"  VoteTopicOption: "com.xsz.vote.domain.VoteTopicOption@6e3b457a"','127.0.0.1','2020年6月23日 下午3:20:43','' )
15:20:57.439 febs [http-nio-9020-exec-4] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.system.dao.UserMapper.selectByExample
15:20:57.439 febs [http-nio-9020-exec-4] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 32 ms
15:20:57.439 febs [http-nio-9020-exec-4] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> SELECT USER_ID,USERNAME,PASSWORD,DEPT_ID,EMAIL,MOBILE,STATUS,CRATE_TIME,MODIFY_TIME,LAST_LOGIN_TIME,SSEX,THEME,AVATAR,DESCRIPTION FROM t_user WHERE ( ( lower(username)= 'admin' ) )
15:20:57.453 febs [http-nio-9020-exec-4] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.system.dao.UserMapper.updateByExampleSelective
15:20:57.453 febs [http-nio-9020-exec-4] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 10 ms
15:20:57.453 febs [http-nio-9020-exec-4] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> UPDATE t_user SET STATUS = '1',LAST_LOGIN_TIME = '2020年6月23日 下午3:20:57' WHERE ( ( lower(username)= 'admin' ) )
15:20:57.654 febs [asyncTaskExecutor-2] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.system.dao.LogMapper.insert
15:20:57.655 febs [asyncTaskExecutor-2] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 99 ms
15:20:57.655 febs [asyncTaskExecutor-2] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> INSERT INTO t_log ( ID,USERNAME,OPERATION,TIME,METHOD,PARAMS,IP,CREATE_TIME,LOCATION ) VALUES( 2780,'admin','访问系统',1,'com.xsz.system.controller.LoginController.index()','user: "User{userId=167, username='admin', password='8b9196ebe9f537da256b424f1fc93041', deptId=1, deptName='null', email='', mobile='', status='1', crateTime=Fri May 29 22:02:05 CST 2020, modifyTime=null, lastLoginTime=Tue Jun 23 15:10:30 CST 2020, ssex='0', theme='green', avatar='default.jpg', description='null', roleName='null'}"  org.springframework.validation.BindingResult.user: "org.springframework.validation.BeanPropertyBindingResult: 0 errors"','127.0.0.1','2020年6月23日 下午3:20:57','' )
15:20:57.752 febs [http-nio-9020-exec-2] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.system.dao.MenuMapper.findUserMenus
15:20:57.752 febs [http-nio-9020-exec-2] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 94 ms
15:20:57.752 febs [http-nio-9020-exec-2] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> select m.* from t_menu m where m.type <> 1 and m.MENU_ID in (select distinct rm.menu_id from t_role_menu rm left join t_role r on(rm.role_id = r.role_id) left join t_user_role ur on(ur.role_id = r.role_id) left join t_user u on (u.user_id = ur.user_id) where u.username = 'admin') order by m.create_time
15:21:00.990 febs [http-nio-9020-exec-5] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.system.dao.RoleMapper.findUserRole
15:21:00.991 febs [http-nio-9020-exec-5] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 1 ms
15:21:00.991 febs [http-nio-9020-exec-5] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> select r.* from t_role r left join t_user_role ur on(r.role_id = ur.role_id) left join t_user u on(u.user_id = ur.user_id) where u.username = 'admin'
15:21:00.993 febs [http-nio-9020-exec-5] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.system.dao.MenuMapper.findUserPermissions
15:21:00.993 febs [http-nio-9020-exec-5] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 2 ms
15:21:00.993 febs [http-nio-9020-exec-5] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> select m.perms from t_role r left join t_user_role ur on(r.role_id = ur.role_id) left join t_user u on(u.user_id = ur.user_id) left join t_role_menu rm on(rm.role_id = r.role_id) left join t_menu m on(m.menu_id = rm.menu_id ) where u.username = 'admin' and m.perms is not null and m.perms <> ''
